Clause,Line_ID,Paragraph
Main,Clause_Main,"68 6. That the cargo or cargoes be laden and/or discharged in any safe dock or at any safe wharf or safe place that Charterers or their Agents may 69 direct, provided the vessel can safely lie always afloat at any time of tide, except in grain ports Brazil/Argentina/Uruguay at such places where it is customary for similar size and type vessels to safely"
Main,Clause_Main,"70 lie aground (NAABSA Clause to Apply). Always subject to the Owners' approval, which is not to be unreasonably withheld, the Vessel during loading and/or discharging may lie safely aground at any safe berth or safe place where it is customary for vessels of similar size, constructon and type to lie, if so requested by the Charterers, provided always that the Charterers have confirmed in writing that vessels using the berth or place will lie on a so bed and can do so without suffering damage. The Charterers shall indemnify the Owners for any loss, damage, costs, expenses or loss of me, including any underwater inspect on required by class, caused as a consequence of the Vessel lying aground at the Charterers' request."
Main,Clause_Main,"70 lie aground (NAABSA Clause to Apply). Always, which is not to be unreasonably withheld, the Vessel during loading and/or discharging may lie safely aground at any safe berth or safe place where it is customary for vessels of similar size, constructon and type to lie, if so requested by the Charterers, provided always that the Charterers have confirmed in writing that vessels using the berth or place will lie on a so bed and can do so without suffering damage. The Charterers shall indemnify the Owners for any loss, damage, costs, expenses or loss of me, including any underwater inspect on required by class, caused as a consequence of the Vessel lying aground at the Charterers' request."
Main,Clause_Main,"119 the rate prevailing on the last day of discharge at the port or place of final discharge of such damaged cargo from the ship. Average agreement of 120 bond and such additional security, as may be required by the carrier, must be furnished before delivery of the goods. Such cash deposit as the carrier 121 or his agents may deem sufficient as additional security for the contribution of the goods and for any salvage and special charges thereon, shall, if"
Main,Clause_Main,"71 7. That the whole reach of the Vessel's Hold, Decks, and usual places of loading (not more than she can reasonably stow and carry), also 72 accommodations for Supercargo, if carried, shall be at the Charterers' disposal, reserving only proper and sufficient space for Ship's officers, crew,"
Main,Clause_Main,"71 7. That the whole reach of the Vessel's Hold, Decks, and usual places of loading (not more than she can reasonably stow and carry), also accommodations for Supercargo, if carried, shall be at the Charterers' disposal, reserving only proper and sufficient space for Ship's officers, crew,"
Main,Clause_Main,"tackle, apparel, furniture, provisions, stores and fuel. Charterers have the privilege of passengers as far as accommodations allow, Charterers"
Main,Clause_Main,"73 tackle, apparel, furniture, provisions, stores and fuel. Charterers have the privilege of passengers as far as accommodations allow, Charterers"
Main,Clause_Main,"4 of .... tons gross register, and .... tons net register, having engines of .... indicated horse power"
Main,Clause_Main,"74 paying Owners ....... per day per passenger for accommodations and meals. However, it is agreed that in case any fines or extra expenses are"
Main,Clause_Main,"74 paying Owners- -per day per passenger for accommodations and meals. However, it is agreed that in case any fines or extra expenses are"
Main,Clause_Main,"75 incurred in the consequences of the carriage of passengers, Charterers are to bear such risk and expense. No deck cargo on deck / hatchcovers. No welding padeyes / partition inside holds / hatchcovers"
Main,Clause_Main,"75 incurred in the consequences of the carriage of passengers, Charterers are to bear such risk and expense. No deck cargo on deck / hatchcovers. No welding padeyes / partition inside holds / hatchcovers."
Main,Clause_Main,"76 8. That the Captain shall prosecute his voyages with the utmost despatch, and shall render all customary assistance with ship's crew and"
Main,Clause_Main,"77 boats. The Captain (although appointed by the Owners), shall be under the orders and directions of the Charterers as regards employment and"
Main,Clause_Main,"78 agency; and Charterers are to load, stow, and trim, and discharge the cargo at their expense under the supervision of the Captain, who is to sign Bills of Lading for"
Main,Clause_Main,"79 cargo as presented, in conformity with Mate's or Tally Clerk's receipts."
Main,Clause_Main,"80 9. That if the Charterers shall have reason to be dissatisfied with the conduct of the Captain, Officers, or Engineers, the Owners shall on 81 receiving particulars of the complaint, investigate the same, and, if necessary, make a change in the appointments."
Main,Clause_Main,"80 9. That if the Charterers shall have reason to be dissatisfied with the conduct of the Captain, Officers, or Engineers, the Owners shall on receiving particulars of the complaint, investigate the same, and, if necessary, make a change in the appointments."
Main,Clause_Main,"122 required, be made by the goods, shippers, consignees or owners of the goods to the carrier before delivery. Such deposit shall, at the option of the"
Main,Clause_Main,"82 10. That the Charterers shall have permission to appoint a Supercargo, who shall accompany the vessel and see that voyages are prosecuted"
Main,Clause_Main,"81 82 10. That the Charterers shall have permission to appoint a Supercargo, who shall accompany the vessel and see that voyages are prosecuted"
